               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 190,           0.0096224,           0.0043308,                   0,             0.99829,                   1,               0.995,             0.91804,           0.0097307,           0.0035258,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.010575,           0.0041826,                   0,             0.99832,                   1,               0.995,             0.89927,           0.0095053,           0.0035622,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.010554,           0.0042776,                   0,             0.99828,                   1,               0.995,             0.91523,           0.0097865,           0.0033407,                   0,            0.003697,            0.003697,            0.003697
                 193,           0.0096932,           0.0043411,                   0,             0.99833,                   1,               0.995,             0.92079,           0.0097077,           0.0034085,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.010607,           0.0042933,                   0,             0.99829,                   1,               0.995,             0.91786,           0.0098472,           0.0034588,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0094124,           0.0040731,                   0,             0.99829,                   1,               0.995,             0.92562,           0.0093486,           0.0034528,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0099772,           0.0042616,                   0,             0.99819,                   1,               0.995,             0.89901,           0.0097573,           0.0037177,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0099022,           0.0043167,                   0,             0.99826,                   1,               0.995,             0.90734,            0.010165,           0.0037882,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.009965,           0.0042759,                   0,             0.99829,                   1,               0.995,             0.91289,           0.0099211,           0.0037572,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.010053,           0.0045006,                   0,             0.99831,                   1,               0.995,             0.90823,           0.0095883,           0.0037463,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.01027,           0.0041665,                   0,             0.99827,                   1,               0.995,             0.91983,           0.0096038,           0.0037099,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.009776,           0.0041666,                   0,             0.99823,                   1,               0.995,             0.91637,           0.0095737,           0.0035544,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.009696,           0.0040311,                   0,             0.99823,                   1,               0.995,             0.92648,           0.0093933,           0.0032442,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0097515,           0.0040993,                   0,             0.99824,                   1,               0.995,             0.91608,           0.0096686,           0.0031759,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.010317,           0.0043741,                   0,             0.99818,                   1,               0.995,             0.91371,           0.0099924,           0.0034578,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.010094,           0.0041892,                   0,              0.9982,                   1,               0.995,             0.89792,             0.01022,           0.0035875,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0093738,           0.0038833,                   0,             0.99826,                   1,               0.995,             0.91558,           0.0095087,           0.0034448,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0089582,           0.0037831,                   0,             0.99824,                   1,               0.995,             0.91879,            0.009358,           0.0033972,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.010239,           0.0041118,                   0,             0.99822,                   1,               0.995,              0.9247,            0.009188,           0.0033109,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0095833,           0.0040549,                   0,             0.99821,                   1,               0.995,             0.92181,           0.0095361,           0.0032541,                   0,            0.003136,            0.003136,            0.003136
                 210,           0.0092007,           0.0041849,                   0,             0.99825,                   1,               0.995,             0.91428,            0.009543,           0.0032588,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0088095,            0.003816,                   0,             0.99825,                   1,               0.995,             0.91909,           0.0096178,           0.0033541,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0097688,           0.0040258,                   0,             0.99822,                   1,               0.995,             0.92078,           0.0094727,           0.0031901,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0091977,           0.0042111,                   0,             0.99827,                   1,               0.995,             0.90708,           0.0093867,           0.0033114,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0092038,           0.0037472,                   0,             0.99826,                   1,               0.995,             0.93662,           0.0092446,           0.0033162,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0095529,           0.0037784,                   0,              0.9983,                   1,               0.995,             0.92443,           0.0095451,           0.0034936,                   0,            0.002938,            0.002938,            0.002938
                 216,           0.0095889,           0.0042199,                   0,              0.9983,                   1,               0.995,             0.92329,           0.0093717,           0.0035062,                   0,            0.002905,            0.002905,            0.002905
                 217,           0.0088726,           0.0043082,                   0,             0.99831,                   1,               0.995,             0.92207,           0.0089708,           0.0034865,                   0,            0.002872,            0.002872,            0.002872
                 218,           0.0086527,           0.0038282,                   0,             0.99826,                   1,               0.995,             0.91918,            0.009083,           0.0033679,                   0,            0.002839,            0.002839,            0.002839
                 219,           0.0088701,           0.0042437,                   0,             0.99828,                   1,               0.995,             0.91152,           0.0093647,           0.0034079,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.010045,           0.0043648,                   0,              0.9983,                   1,               0.995,             0.91307,           0.0097852,            0.003554,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0091072,           0.0040752,                   0,             0.99827,                   1,               0.995,             0.91933,           0.0096761,           0.0034144,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0092249,           0.0039116,                   0,             0.99826,                   1,               0.995,             0.92361,           0.0096716,           0.0034263,                   0,            0.002707,            0.002707,            0.002707
                 223,           0.0088562,           0.0035243,                   0,             0.99832,                   1,               0.995,             0.91288,           0.0094108,           0.0032893,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0092911,           0.0045673,                   0,             0.99837,                   1,               0.995,             0.91342,           0.0095896,           0.0031959,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0085141,           0.0041542,                   0,             0.99836,                   1,               0.995,             0.91318,           0.0095745,           0.0033667,                   0,            0.002608,            0.002608,            0.002608
                 226,           0.0085859,           0.0039438,                   0,             0.99832,                   1,               0.995,             0.90701,           0.0096943,           0.0031359,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0081506,           0.0037458,                   0,             0.99831,                   1,               0.995,             0.93294,           0.0093104,           0.0029818,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0088916,            0.003632,                   0,             0.99827,                   1,               0.995,             0.92998,           0.0093101,           0.0029666,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.008702,           0.0040108,                   0,             0.99825,                   1,               0.995,             0.92561,           0.0091154,           0.0030484,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0087939,           0.0040448,                   0,             0.99823,                   1,               0.995,             0.92297,           0.0091706,           0.0032957,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0085925,           0.0040678,                   0,             0.99824,                   1,               0.995,             0.92142,           0.0092119,           0.0032249,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0087934,           0.0038913,                   0,             0.99827,                   1,               0.995,              0.9301,           0.0092396,           0.0032688,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0087317,           0.0040353,                   0,             0.99828,                   1,               0.995,             0.91919,           0.0094149,           0.0032184,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0085656,            0.003795,                   0,             0.99826,                   1,               0.995,             0.91624,           0.0092906,           0.0031079,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0082109,           0.0033045,                   0,             0.99824,                   1,               0.995,             0.91038,           0.0092206,           0.0031029,                   0,            0.002278,            0.002278,            0.002278
                 236,             0.00837,           0.0035469,                   0,             0.99826,                   1,               0.995,             0.92498,           0.0090385,           0.0029711,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0081298,           0.0036452,                   0,             0.99824,                   1,               0.995,             0.91652,           0.0092843,           0.0032261,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0090114,           0.0038181,                   0,             0.99826,                   1,               0.995,             0.90935,           0.0091062,           0.0031032,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0088404,           0.0039177,                   0,             0.99826,                   1,               0.995,             0.91907,           0.0091394,           0.0031685,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0085161,           0.0039001,                   0,             0.99827,                   1,               0.995,             0.91415,           0.0092143,           0.0034148,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0082734,           0.0039022,                   0,             0.99825,                   1,               0.995,             0.91119,           0.0092173,           0.0034887,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0085948,           0.0040739,                   0,             0.99824,                   1,               0.995,             0.91096,           0.0093962,           0.0034991,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0080706,           0.0040794,                   0,             0.99824,                   1,               0.995,             0.91887,           0.0090903,            0.003289,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0081402,           0.0037687,                   0,             0.99827,                   1,               0.995,             0.90484,           0.0093666,           0.0032766,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0081122,            0.003617,                   0,             0.99825,                   1,               0.995,             0.91021,           0.0093933,           0.0032603,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0080148,           0.0037094,                   0,             0.99821,                   1,               0.995,             0.91688,           0.0090409,             0.00328,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0082094,           0.0040745,                   0,             0.99824,                   1,               0.995,             0.91869,           0.0088278,           0.0031975,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0079643,           0.0037667,                   0,             0.99829,                   1,               0.995,             0.90505,           0.0088194,           0.0031361,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0086608,           0.0040341,                   0,             0.99828,                   1,               0.995,             0.91743,           0.0087208,           0.0030068,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0078853,           0.0037084,                   0,              0.9983,                   1,               0.995,              0.9323,           0.0089633,           0.0031148,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0078297,           0.0035229,                   0,              0.9983,                   1,               0.995,             0.92172,           0.0089851,           0.0031788,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0081985,           0.0035778,                   0,             0.99828,                   1,               0.995,             0.93037,           0.0088495,           0.0031696,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0074102,           0.0034661,                   0,             0.99829,                   1,               0.995,             0.93035,           0.0090192,           0.0032113,                   0,            0.001684,            0.001684,            0.001684
                 254,             0.00768,           0.0036293,                   0,              0.9983,                   1,               0.995,             0.91168,           0.0089684,           0.0032407,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0080206,           0.0034936,                   0,             0.99828,                   1,               0.995,             0.91205,           0.0089278,           0.0031774,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0076622,           0.0035742,                   0,              0.9983,                   1,               0.995,             0.92961,           0.0089156,           0.0030123,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0078257,           0.0037445,                   0,             0.99833,                   1,               0.995,             0.91955,           0.0088258,           0.0030679,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.007777,           0.0036807,                   0,             0.99831,                   1,               0.995,             0.92345,           0.0088342,           0.0029271,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0078298,            0.003894,                   0,              0.9983,                   1,               0.995,             0.92335,           0.0088276,           0.0030785,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0080437,           0.0032693,                   0,             0.99828,                   1,               0.995,             0.91533,           0.0091601,           0.0032224,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0082218,           0.0036168,                   0,             0.99828,                   1,               0.995,             0.91921,           0.0092083,            0.003298,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0075502,           0.0033712,                   0,             0.99829,                   1,               0.995,             0.92833,           0.0090549,            0.003258,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0079427,           0.0034966,                   0,             0.99829,                   1,               0.995,             0.93396,           0.0088722,           0.0032224,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0075201,           0.0035154,                   0,             0.99829,                   1,               0.995,             0.93268,           0.0087663,           0.0032051,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0076856,           0.0036244,                   0,             0.99831,                   1,               0.995,             0.92996,           0.0087699,            0.003245,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0077531,           0.0038905,                   0,             0.99829,                   1,               0.995,             0.93008,           0.0089753,           0.0033458,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0073155,           0.0033211,                   0,             0.99829,                   1,               0.995,             0.91561,           0.0090766,           0.0033047,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0078448,           0.0036085,                   0,             0.99829,                   1,               0.995,              0.9181,           0.0092762,           0.0031696,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.007622,           0.0032428,                   0,             0.99831,                   1,               0.995,             0.92147,           0.0092493,           0.0031991,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0076248,           0.0033188,                   0,             0.99828,                   1,               0.995,             0.92372,           0.0091059,            0.003156,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0077624,           0.0036584,                   0,             0.99829,                   1,               0.995,             0.91976,           0.0090092,           0.0032698,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0076132,           0.0036469,                   0,             0.99828,                   1,               0.995,             0.91729,           0.0090213,           0.0034127,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0074161,           0.0035268,                   0,             0.99829,                   1,               0.995,             0.92405,           0.0089778,           0.0032436,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.007668,           0.0039157,                   0,              0.9983,                   1,               0.995,              0.9302,           0.0089703,           0.0033221,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0075587,           0.0034337,                   0,             0.99832,                   1,               0.995,             0.90419,           0.0090487,           0.0034216,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0074112,           0.0038005,                   0,              0.9983,                   1,               0.995,             0.91714,           0.0090367,           0.0035193,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0075889,           0.0035974,                   0,             0.99829,                   1,               0.995,             0.92153,           0.0091377,           0.0034933,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0073192,            0.003394,                   0,             0.99828,                   1,               0.995,             0.92224,           0.0090579,           0.0034305,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0077973,            0.003461,                   0,              0.9983,                   1,               0.995,             0.92864,           0.0090041,           0.0033075,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0077956,           0.0035864,                   0,             0.99829,                   1,               0.995,             0.91609,           0.0090474,           0.0034444,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0067957,           0.0035079,                   0,             0.99831,                   1,               0.995,             0.93462,           0.0087925,           0.0033644,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0073697,            0.003389,                   0,             0.99828,                   1,               0.995,             0.93288,           0.0088981,           0.0033795,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0073499,           0.0031604,                   0,              0.9983,                   1,               0.995,              0.9185,           0.0089424,           0.0033609,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.007108,           0.0037625,                   0,             0.99828,                   1,               0.995,             0.91807,           0.0089951,             0.00338,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0072812,           0.0032969,                   0,             0.99828,                   1,               0.995,             0.92486,           0.0088391,           0.0033032,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0067694,           0.0030816,                   0,             0.99828,                   1,               0.995,              0.9284,           0.0089205,           0.0033281,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0070807,           0.0034323,                   0,             0.99828,                   1,               0.995,             0.92462,           0.0090137,           0.0033264,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.007041,           0.0035714,                   0,             0.99828,                   1,               0.995,             0.92259,           0.0090759,            0.003334,                   0,            0.000529,            0.000529,            0.000529
